,sex,num_segs,var_segs,wmean_segs,disp_segs
CDS-at5gh5,Female,285,17.15748511032555,0.02023747508614633,847.8075964165507
CDS-RofmSF,Male,91,0.07881692016733882,0.5861759859490121,0.13445948325524654
CDS-0yFGAM,Female,222,10.29581950176962,0.03431219647422085,300.06296768278844
CDS-PcSk1k,U,208,0.9115564889925862,0.032741720111112205,27.840824669538765
CDS-JjYzID,Female,199,91.1290187992298,0.024113552676701865,3779.161868888661
CDS-0sdrSB,U,346,0.07249960705379462,0.02345008193587554,3.091656875743353
CDS-a4H1lz,Female,209,22.954019039398688,0.052580867522023116,436.5469822228506
CDS-3DB1g0,Male,1,0.0,0.5314865176016942,0.0
CDS-oj4QCQ,Female,279,80.51360936868389,0.1243920161865553,647.2570494229683
CDS-Apkcpk,Female,267,26.364257982414276,0.06404352504068166,411.66156868578366
CDS-MF5F4F,Male,1,0.0,0.555865211578334,0.0
CDS-TJsBgG,Male,267,172.02996516215134,0.050225229703269994,3425.17030143022
CDS-uhGMmZ,Male,1,0.0,0.4899586828041242,0.0
CDS-OQITe6,Female,222,1.1667305162202113,0.0336798187277687,34.64182885456722
CDS-cb6bto,Female,213,0.8883657117767736,0.025295761166213706,35.11915320276346
CDS-izNnAT,Female,362,0.15740407070323506,0.012506992330839479,12.585285617798887
CDS-32fwy5,Female,357,0.8238756951148667,0.03915821590781605,21.039663733771377
CDS-2s2SzB,Male,1,0.0,0.4866437730526587,0.0
CDS-MA6vzk,Male,232,114.29375201201968,0.05974918470990988,1912.8922439181526
CDS-bbzoqx,Male,5,0.06250579792484248,0.5075847971335902,0.12314355803763703
CDS-puq9Jo,Female,215,47.01308116795651,0.0604940072263501,777.1527019535656
CDS-YyKcn0,Female,299,0.36811480726503154,0.0334412338055715,11.007811775285083
CDS-VnMBYD,Male,275,93.21934891153397,0.0619396511078095,1505.002809093651
CDS-SfQfi0,Male,1,0.0,0.6743796932592943,0.0
CDS-1UJEpC,Female,369,0.28848881746572896,0.043017452675293694,6.706320331036649
CDS-al7ftX,Female,200,9.922102832632401,0.06132622302177781,161.79217215299437
CDS-YSRYLi,Female,358,123.84662959284518,0.16154780302172145,766.6252791824904
CDS-LdQ0bu,Male,347,0.3758031044819605,0.013577005944021565,27.67937983023716
CDS-qzOVCU,Male,3,0.035027053722656076,0.5300814123376035,0.06607863039035916
CDS-sQK6qD,Male,300,1005.1222478180897,0.11706844835912056,8585.765523557337
CDS-2MP2sK,Male,1,0.0,0.5405110435272821,0.0
CDS-0b4jFH,Male,200,25.80884132132069,0.023580221816506257,1094.512236659894
CDS-rVBQwm,Male,420,55.08464034579448,0.03369483984744157,1634.8093831339881
CDS-2ImP2e,Male,368,16.434299395294712,0.048636852928821146,337.8980835652732
CDS-lQokdY,Female,493,24.644080130347316,0.07071946475998016,348.476621167717
CDS-vOVtqd,Male,1,0.0,0.5286651018363848,0.0
CDS-qycAK1,Male,113,0.014304573890880776,0.1105471390723688,0.12939795648186248
CDS-N3t2JB,Female,574,611.2604702040625,0.39469604084322735,1548.6866017155064
CDS-bL21N6,Male,261,58.417846900255675,0.07554962643570282,773.238064254
CDS-th1XfK,Female,330,71.53211442801081,0.1412699106095267,506.3506738227309
CDS-52aoJ0,Male,347,0.12036797891454648,0.04722608487880781,2.548760483182892
CDS-AHsEp4,Male,9,0.1444907171750358,0.4964318066832067,0.2910585406290077
CDS-8Emdjt,Female,396,1.2105999858131384,0.04845526096421225,24.98387093007826
CDS-NCGpgY,Male,3,0.04420481030115453,0.44436908187239416,0.09947769119060462
CDS-iEC5hW,Male,5,0.02244182848948356,0.3025321807392567,0.07417997131625971
CDS-yfdxEP,Female,399,0.390781565816677,0.02231918670352095,17.508772654114207
CDS-Cg5KGM,Female,190,168.75455065834305,0.07686597926947308,2195.438765786505
CDS-vNNLAr,Female,686,14.283926522850434,0.08601269731994708,166.06765010190966
CDS-fF8Nwd,Female,224,0.9255123433053195,0.05423685422516136,17.064270347669964
CDS-WgAbdT,Female,196,10.323713216362835,0.05798456759496113,178.04242826258425
CDS-ZRSoyP,Female,285,0.46060369576543875,0.017453755560290975,26.38994766337612
CDS-5P6nT1,U,1,0.0,0.5406388155406933,0.0
CDS-Tw82Cg,Female,274,441.9286700609603,0.04415306824207264,10009.013816164528
CDS-C51but,Female,368,80.23858280613142,0.10505832809283949,763.752710163301
CDS-bQWu4R,Male,784,0.1339637462729536,0.17493414672699364,0.7657952937114135
CDS-BkvCmE,U,3,0.02621193300578968,0.25401896950982306,0.1031888801705262
CDS-8XUdse,Male,1,0.0,0.5127892773517907,0.0
CDS-iXzCuK,Female,266,38.67274050679627,0.05739223076889947,673.8323286738806
CDS-KoNTMz,Male,1,0.0,0.4810987646395266,0.0
CDS-1RwlQp,Female,331,13.140936235367763,0.05976691372000273,219.86974761538954
CDS-LYjeNY,Male,3,0.9814226020749078,0.5946610325812789,1.6503899672302236
CDS-ch2aVd,Female,497,35.669622884926575,0.06232473050359013,572.3189269606529
CDS-P44nQ6,Male,314,43.51672169665518,0.08013165849094295,543.0652817646817
CDS-jCk9p9,Female,285,126.73937945547378,0.04500145258505507,2816.339744054479
CDS-nrsrS3,Female,269,173.89898472399452,0.08779346661444422,1980.7736433018786
CDS-qyMeyg,Male,1,0.0,0.5219574108820841,0.0
CDS-T1IsxS,Male,1,0.0,0.5195397359191711,0.0
CDS-QPDmWz,U,1,0.0,0.6417552063172565,0.0
CDS-vHArJs,U,309,91.26435253555596,0.13294989016929634,686.456772693391
CDS-w5MfyB,Female,234,85.30105120732262,0.03257462313243177,2618.635090896743
CDS-T6ovqD,Male,324,1.051867065747892,0.04034698496638854,26.070524640791877
CDS-X7YJtK,Male,7,0.04431778348860175,0.47247297702289676,0.09379961530890694
CDS-8ZQQ9E,Female,334,0.5441553696083173,0.04068672885232161,13.37427178241358
CDS-7aebuK,Male,259,71.45505349306873,0.022279242545712175,3207.2478831566405
CDS-bw6agH,Female,308,68.49593586478467,0.06903040222421396,992.2575221611296
CDS-lyWKTY,Male,283,1.8449655141778507,0.7640342939626689,2.4147679348382716
CDS-hPRaPF,Female,254,66.31210864201313,0.06530475000612732,1015.4255032871467
CDS-5vtea4,Male,1,0.0,0.34838997119130394,0.0
CDS-694ipX,Female,201,16.382478751119518,0.018919307152840705,865.9132503517558
CDS-uQv8yw,Male,455,0.19558513453430282,0.019098467688443622,10.240880981915126
CDS-LJGHlm,Male,5,0.014676126081554913,0.25897518744900727,0.05667000852907838
CDS-BEbnKg,Male,221,16.2551224491058,0.04494736337625326,361.64796393137846
CDS-cAS8hS,Female,291,0.4069049354863472,0.027225899417641492,14.945509393261261
CDS-yMaQwE,Female,267,247.35457973884792,0.2141971188532849,1154.7988183177868
CDS-yvi0TY,Male,250,97.94573780381769,0.06813090108216681,1437.6110729211373
CDS-7xANVW,U,2,0.05593839877101708,0.5788563751320704,0.09663605891574453
CDS-o6r3vt,Female,347,0.2615302328504299,0.01264610445989792,20.680695282865077
CDS-mjFlmH,Female,215,15.22318969421659,0.015259455080847906,997.6234153553207
CDS-exVsHa,Male,239,19.895691375056696,0.01980044019489625,1004.8105587160127
CDS-tVWGwJ,Female,255,43.921784934679515,0.048654970754056774,902.7193779788139
CDS-xe8NpT,Female,252,81.43937906063876,0.06414026379776899,1269.707578961836
CDS-GEpdFd,Male,5,0.21697155465787915,0.142245556943964,1.5253309791837828
CDS-Qa1N4n,Female,294,0.40586849081810883,0.019641073284753292,20.664272513721077
CDS-qBz4o9,Male,1,0.0,0.7037919901524395,0.0
CDS-AYZUnE,Male,1,0.0,0.49854547096677615,0.0
CDS-YLQJ19,Female,233,7.876553564969426,0.020015523707331343,393.52223205053485
CDS-5NAFSx,Female,238,29.65004246955338,0.09744733684219112,304.26734511554145
CDS-lAxGw8,Male,3,0.053656147360459684,0.4928480469904398,0.10886955459823602
CDS-xdd3jw,Male,1,0.0,0.5098108560720761,0.0
CDS-cteUkO,Female,892,0.0007892766664424795,0.017856649390392776,0.044200714769430695
CDS-1tmwd7,Female,250,137.95125785537144,0.04235412187341453,3257.091677350127
CDS-6nSZ7J,Male,328,0.40219014248710905,0.010901296260329275,36.89379069081101
CDS-adGAq3,Male,1,0.0,0.4843779174870045,0.0
CDS-lZD981,Female,206,32.776835332873844,0.027948003067251103,1172.7791518414806
CDS-6qT304,Female,308,35.86961377125948,0.036566629510782295,980.93847453681
CDS-cE74An,Female,221,6.3876121210177566,0.020929708554630888,305.19355318994343
CDS-fZBn2c,Female,284,112.39890748145736,0.10597257335858153,1060.641484104863
CDS-qtUoXo,Male,1,0.0,0.613374034291652,0.0
CDS-OwaaRe,Male,2,0.0011999486531477652,0.4422717350051242,0.002713147954467094
CDS-lCDBlS,Male,1,0.0,0.47431190995319467,0.0
CDS-msL9Yd,Female,475,0.575603059531553,0.01483578705346513,38.79828265647099
CDS-0JJKl3,U,3,0.06563355365884452,0.5455552748149688,0.12030596474592767
CDS-1Zvqir,Female,219,4.944708906518446,0.01828868937256842,270.36977914530695
CDS-CuOgxG,Female,321,110.68463713010917,0.10689563208231882,1035.4458360363358
CDS-FHkJAp,Male,152,0.1884114659390025,0.3348554124827978,0.5626651352057257
CDS-knM0TU,Female,332,25.102509505786575,0.056927680873994586,440.95436737268835
CDS-WzvQEZ,Male,1,0.0,0.460860811202448,0.0
CDS-deAUlH,Male,186,0.16342913282175417,0.2950374158437519,0.5539268040101876
CDS-mnXp3k,Female,388,0.28290463066693894,0.017249321116198223,16.40091391198424
CDS-964VoM,Female,335,0.9934786336920763,0.09246015698209425,10.74493777773352
CDS-ftPfe8,Male,1,0.0,0.27049071924836265,0.0
CDS-dKGppg,Male,3,0.0572863232557555,0.5054193751649263,0.11334413770161081
CDS-BtoWui,Female,241,0.6116907524565782,0.024764929857103372,24.69987825469757
CDS-bTfRlF,Male,9,0.05766353893799678,0.5100052710556044,0.113064594055362
CDS-VVWDLi,Male,1,0.0,0.4878586116577113,0.0
CDS-zP6uQL,Female,208,34.56473821577883,0.08293670379868594,416.76045264203617
CDS-nKfczI,Male,12,0.021833714699270024,0.10233059433520358,0.213364486360252
CDS-Z2h33x,Female,408,66.33669630600362,0.037905813838618886,1750.0401544846668
CDS-R0w62a,Male,1,0.0,0.4883356472600043,0.0
CDS-ASprHn,Male,4,0.011657362347370349,0.1568205486111689,0.07433568145635285
CDS-K5pHS4,Male,361,77.6195022590091,0.0507272262684716,1530.1349584582315
CDS-LDM41S,Male,9,0.036068684601587755,0.07467174073542042,0.4830299152846538
CDS-qsDSyO,Female,340,50.491774435801936,0.09443756562729393,534.6577296906627
CDS-2rrAkt,Male,1,0.0,0.5703921373498319,0.0
CDS-ORlnNS,Female,201,13.762078750556032,0.03382139618710962,406.90451317918047
CDS-1pLoxn,Female,306,86.3146644807868,0.09024566988058272,956.4410635435738
CDS-rWdvad,U,265,9.594874552476854,0.024675648817226302,388.83980816660767
CDS-tjoklM,Female,215,33.272692318124015,0.030229009866619957,1100.6874675992947
CDS-00Nrci,Male,6,0.028552932266422627,0.36327481397352085,0.07859871141109126
CDS-fzqrxa,Female,331,23.389376732718564,0.09548896108368167,244.94325278312854
CDS-i5zsM1,Male,212,31.389208493576994,0.10091075233323388,311.0591068622852
CDS-fae60F,Male,400,0.03200897129621028,0.01715542304491234,1.8658223240786214
CDS-Bm9D8M,Female,349,2.1896002336007965,0.04276609442337144,51.19944346389021
CDS-KCB1BR,Female,332,18.465011734965334,0.05386142069751417,342.8244464375507
CDS-YCehGZ,Male,1,0.0,0.4796104505347898,0.0
CDS-cXQOkP,Male,218,21.77572277146847,0.04416962876934876,493.0021686435272
CDS-L7IrrK,Male,335,0.5586190270533165,0.03964084539599249,14.092005896266539
CDS-mMTpJn,Female,313,27.220406191915778,0.06025014932980962,451.7898543771425
CDS-v2eqdZ,Female,234,2.3840939639519227,0.026404838929152134,90.29004003201003
CDS-7z20ke,Female,322,0.9792997833456663,0.016880773617811495,58.01273125968426
CDS-ODzhDx,Female,276,332.2855396212334,0.08890289509300635,3737.6233841835037
CDS-LSMoRA,Male,247,8.443925456446216,0.28734556941256867,29.385960165345335
CDS-ROnrpg,Female,219,11.900297321006438,0.027418849324768468,434.0188452130431
CDS-v1zz0v,Male,207,9.643594447609999,0.020205826935234754,477.26799197678855
CDS-tKVGjb,Female,323,29.17735734461824,0.10722885893464922,272.1035888519566
CDS-7idugy,Male,351,0.40113174188770373,0.03412333630945834,11.755349425680796
CDS-w8WFIW,Female,399,0.497074974037983,0.1608413913228631,3.09046676324868
CDS-51LzzR,Male,210,23.540485280288323,0.019722215214898385,1193.6024946379032
CDS-f7K7WH,Female,277,200.20898581999165,0.09616511871621981,2081.9293782686627
CDS-CyZGey,Male,212,42.75920540420517,1.3141171165452386,32.538352073685346
CDS-WJRyGb,Female,249,52.05168597069746,0.034201023942563274,1521.9335555015061
CDS-ZEQ9PP,Female,376,3.900219059154493,0.01679119655975125,232.27761316923517
CDS-ztD4Zl,Female,220,9.71594134162428,0.09068200284738852,107.14299460252914
CDS-FbQkW1,Female,264,14.118555359615565,0.042186051262718106,334.67354580524176
CDS-Hna4Ku,Female,313,79.49571658894602,0.1552197274168019,512.1495695935679
CDS-4dDCeG,Male,1,0.0,0.37079713448697066,0.0
CDS-PmPgU5,Female,245,99.16443559792896,0.024416099481966897,4061.436417031691
CDS-qlE5fU,Male,6,0.04206189948416045,0.35556892983247124,0.11829464262802208
CDS-reZcoI,Male,267,0.9261036160135092,0.030112877731873725,30.75440428708186
CDS-6gQTeC,U,228,11.529094911683693,0.02398907974287941,480.5976317247364
CDS-flEsqI,Male,282,35.19098685156037,0.02048572931234269,1717.8293393907989
CDS-jBuyoZ,Female,261,20.692031475900297,0.021428363909246257,965.6374870025314
CDS-nSgiDC,Male,1,0.0,0.3726205122580813,0.0
CDS-4ONXNE,Male,291,0.39503784043986084,0.013312736797159929,29.673676153812053
CDS-qxi9TK,Female,272,101.93460722818509,0.07207364056609881,1414.3118958268903
CDS-BnfCrR,Male,674,172.2507466240021,0.10286134837647978,1674.5915676076131
CDS-bGIFiY,Female,328,0.05706462899488128,0.014769795485276264,3.863603192865328
CDS-PfQJHU,Male,518,10.410543096085568,0.205788995061706,50.58843449312709
CDS-q3z7Os,Male,243,41.30372460282087,0.07272869161103172,567.9151334623458
CDS-z4iqqK,Female,295,46.917705327742766,0.08543532623554366,549.160486592999
CDS-TqQ8QN,Male,337,450.67445688641266,0.18001126949954047,2503.59023709659
CDS-LmXLXl,Female,221,16.25567928929802,0.017850048543174634,910.6798365270408
CDS-YXaY73,U,1,0.0,0.4640621700011049,0.0
CDS-lhsmJl,U,3,0.05899847149862847,0.5154108798893737,0.11446881274856233
CDS-AtSwiZ,Male,1,0.0,0.5529454248236775,0.0
CDS-2YtzZh,Male,221,10.400138291503213,0.01561904663174818,665.8625546557553
CDS-HnT5CE,Female,365,44.93400521444265,0.08362250344644075,537.3434585490778
CDS-A5Gt5a,Female,213,26.01946142179885,0.03075255837991149,846.0909528358317
CDS-F6LKlj,U,1,0.0,0.5141068001425343,0.0
CDS-p9GlC3,Female,250,137.77548089916903,0.043746422043547645,3149.411413852762
CDS-WfgYVE,Male,275,11.571281862411245,0.055275338526111065,209.33895966906078
CDS-h6Vqmg,U,247,36.90010514402064,0.019854947943159115,1858.4841042977562
CDS-cvoUQO,Male,218,9.991709279241134,0.018259697424623505,547.2001559985955
CDS-fM91O4,Female,303,0.2203159905615957,0.015834424993268512,13.913734831246215
CDS-9tn3ts,Female,267,1226.2317083128899,0.12092941519199106,10140.061509154648
CDS-wmOGjh,Male,465,1.933810647892296,0.01330649318767367,145.32834614033854
CDS-5r1fua,Male,3,0.05730096663728787,0.7305943640544065,0.0784306168463965
CDS-osyj6m,Male,327,1932.5809882545907,0.14278204704294256,13535.181966352922
CDS-b0aiv6,Male,324,0.7598939037201135,0.01711714054019959,44.39374099520322
CDS-AyVVfE,Female,276,62.07786851198692,0.10305435633943062,602.379857747311
CDS-mvCUaO,Male,188,0.12799562315447224,0.8157812598316673,0.1568994403976423
CDS-DNoH0g,Male,447,1.4994053381591221,0.014301428911439044,104.84304382758691
CDS-QDUzjw,Male,201,25.035251329609338,0.01801463452546176,1389.7174152617245
CDS-nZGCPF,Female,203,13.706311982236965,0.026986835785766987,507.88881256933996
CDS-rXwd7B,Male,1,0.0,0.3973537871973189,0.0
CDS-jNBOit,Male,1,0.0,0.32895815881764634,0.0
CDS-Jix4jB,Female,205,19.260384287071687,0.031360732202528885,614.1560778201014
CDS-NlPXnG,Male,1,0.0,0.4825579132081945,0.0
CDS-OKytFI,Male,390,0.3557790987506826,0.023199013503703698,15.335958086919637
CDS-m0Uy2R,U,233,4.061328966219115,0.03054392381068407,132.96683790176584
CDS-85xT00,Female,186,25.05381957972778,0.062311399746986455,402.0744146569978
CDS-sEJE1d,Male,178,27.71259746226787,0.02657283985755487,1042.8918252931464
CDS-tcjY71,Female,209,10.58867835948494,0.02493276832492947,424.689237131268
CDS-HoA5rp,Male,2,0.026750926750703737,0.6390926198711667,0.04185766807336376
CDS-1msa9a,U,19,0.018581061728191843,0.5297995407536997,0.035071872092901746
CDS-L2WS8G,Female,313,28.04422889653173,0.06379426293964602,439.6042465928887
CDS-x8pk8g,Male,1,0.0,0.6099821793417892,0.0
CDS-8vppx0,Male,53,0.08672547343786452,0.3074821005728691,0.28205047798322735
CDS-OKXyV1,Male,272,189.14656845533844,0.07806307746124631,2422.996563890765
CDS-uDR4r5,Female,353,1.187905360089723,0.018516167991261146,64.15503254509056
CDS-pX3bvG,Female,248,41.044892524438154,0.030726275714634037,1335.823869629916
CDS-NtTy7F,Male,1,0.0,0.4581868630580897,0.0
CDS-S3ub8o,Male,5,0.017916401010647655,0.28703450734062397,0.06241897943436555
CDS-dWNxeq,Female,223,17.797804276648264,0.0609371889435255,292.0680225853979
CDS-kRRujK,Female,386,59.986914761990846,0.1417730554683273,423.1192913479401
CDS-uLf8M0,Male,1,0.0,0.429573231234774,0.0
CDS-nx7Ew9,Male,275,1.247704609875092,0.03707796371550439,33.65083960512524
CDS-q5PygD,U,958,0.006212708566338624,0.051964423693636075,0.11955696079622789
CDS-Rv7COB,Male,342,0.23756915873753076,0.03706883060297193,6.40886574712945
CDS-9sFKTe,Female,295,53.47935882385623,0.09152471566289706,584.3160335054291
CDS-cxSrLr,U,410,124.74080682140043,0.12953717488730324,962.9730378937503
CDS-y0y2ZX,Female,293,107.89450455005465,0.08441403289255144,1278.1583920696091
CDS-SboeUb,Female,243,86.28754171499196,0.0819666859459615,1052.7147794151283
CDS-jjaUWl,Female,224,144.49186227247347,0.07612852046783837,1897.9990860786033
CDS-GIGm8J,Female,237,3.059563961156723,0.10222284600604908,29.930334369439016
CDS-JO3DcF,Male,1,0.0,0.4542977294402597,0.0
CDS-O3WkgT,U,14,0.053395268687719766,0.5715509864468867,0.09342170681859491
CDS-YEfSvW,Female,246,7.39648331058131,0.03697524298280187,200.03880201738235
CDS-pykMyH,Female,338,0.9770572748581257,0.02230292507266331,43.80848124965028
CDS-I3Tkbo,Male,291,91.47480601543089,0.07250472173063151,1261.639295096901
CDS-x83AJq,Male,1,0.0,0.3199164317313801,0.0
CDS-YPwSvi,Female,279,47.039347308863476,0.05980700348302876,786.5190457537583
CDS-B8UOTE,Female,259,540.6118024948568,0.14324307104668887,3774.0869317067973
CDS-oc72ul,Male,218,40.790205455963026,0.05762799871996951,707.8192261052478
CDS-uGV4uK,Male,3,0.04248238663842208,0.4992713983344514,0.0850887649085078
CDS-3AMKPR,Male,286,0.24072388438987977,0.014709633270709099,16.365050029440695
CDS-M9N8wj,Male,211,24.224197186782618,1.1634009161648593,20.821882508600275
CDS-5BCppI,Male,331,0.00927647068061373,0.012263065831919391,0.7564560777671203
CDS-VXZrWq,Female,428,0.12023398366651854,0.015167584670205873,7.92703560130425
CDS-Sbqz0h,U,217,20.137041748691733,0.022707103034459834,886.8168571804238
CDS-AaOEz1,Female,259,72.09599034270508,0.08643421286770889,834.1140383039174
CDS-aGz6Aw,Male,220,468.43655479709827,0.04157671172137978,11266.801423264471
CDS-97itUV,Male,24,0.04090347441793039,0.3937214243183893,0.10388937937208395
CDS-khxfam,Female,332,233.3881611147716,0.08079154780274564,2888.7695243145236
CDS-O5MoVK,Female,223,30.720236120736097,0.02875195349455696,1068.4573528734927
CDS-DxmF0T,Male,319,3.735520029140647,0.01668219470926676,223.9225769895618
CDS-7lbdDE,Female,412,7.661750998180355,0.05436008349912541,140.94443026938367
CDS-0fxylD,Male,199,16.29363407583495,0.019751535134398458,824.9300099949513
CDS-O6LCm5,Male,263,21.685873661790552,0.01988310648031341,1090.6682858265679
CDS-QeieSj,Male,1,0.0,0.5017866522378284,0.0
CDS-hkvi6Z,Male,6,0.17667847131688727,0.4766416146749244,0.3706736169845015
CDS-njO2PJ,Female,264,3.373927632939406,0.05306334124160887,63.58302274214478
CDS-jwuQfl,Male,240,390.2534295253777,0.05416746303157181,7204.572776426991
CDS-ffvY5U,Male,3,0.010521050640323597,0.2386920665514306,0.044077923461509946
CDS-Qc16hn,Female,282,63.907032434086744,0.033271275949742815,1920.7869433868448
CDS-QuXcwn,U,3,0.05388478061651938,0.48938035711032957,0.11010818034196496
CDS-reBZQ5,Male,3,0.0971252493486891,0.6601431901186823,0.1471275486932277
CDS-cfU8Ab,Female,278,320.5407021888574,0.1376760602539728,2328.2239599066957
CDS-qbHB8J,Female,221,1.4061519303807473,0.018835584070817517,74.65401259095208
CDS-D4t0yb,Female,271,69.33712637130846,0.049483503825340905,1401.2169917482754
CDS-uEfjlL,Male,289,128.54836795092854,0.03480367211541819,3693.5288760515878
CDS-STNxr3,Male,208,2.9068676307165595,0.01721898557703633,168.81758903342313
